TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
792	古旧的宝箱	Old_Box	34	792	792		RandomItemByLevel	1	散发着古朴气息的箱子，打开后随机获得一份奖励	20000	1	1	1000	2	1	0	99999	8										
915	初级符文箱	Rune_Box_1	34	100	100		RandomItem	1	符文宝箱	20000	1	1	1000		1	0	99999	915	1									
916	中级符文箱	Rune_Box_2	34	100	100		RandomItem	1	符文宝箱	20000	1	1	1000		1	0	99999	916	1									
918	高级符文箱	Rune_Box_3	34	100	100		RandomItem	1	符文宝箱	20000	1	1	1000		1	0	99999	918	1									
917	高级符文卷轴箱	Rune_Reel_Box_4	34	100	100		RandomItem	1	符文卷轴宝箱	20000	1	1	1000		1	0	99999	917	1									
919	强效符文卷轴箱	Rune_Reel_Box_5	34	100	100		RandomItem	1	符文卷轴宝箱	20000	1	1	1000		1	0	99999	919	1									
920	特效符文卷轴箱	Rune_Reel_Box_6	34	100	100		RandomItem	1	符文卷轴宝箱	20000	1	1	1000		1	0	99999	920	1									
921	完美符文卷轴箱	Rune_Reel_Box_7	34	100	100		RandomItem	1	符文卷轴宝箱	20000	1	1	1000		1	0	99999	921	1									
923	凌绝峰2级令牌	RandomFuBen_Item1	34	773	773		TaskItem	11	通关凌绝峰2层有机率获得，可用来完成商会任务（30级开启）	20000	1	1	1000	2	1	0	99999											
924	凌绝峰3级令牌	RandomFuBen_Item2	34	774	774		TaskItem	11	通关凌绝峰3层有机率获得，可用来完成商会任务（30级开启）	20000	1	1	1000	2	1	0	99999											
925	凌绝峰4级令牌	RandomFuBen_Item3	34	775	775		TaskItem	11	通关凌绝峰4层有机率获得，可用来完成商会任务（30级开启）	20000	1	1	1000	2	1	0	99999											
926	凌绝峰5级令牌	RandomFuBen_Item4	34	776	776		TaskItem	11	通关凌绝峰5层有机率获得，可用来完成商会任务（30级开启）	20000	1	1	1000	3	1	0	99999											
1236	凌绝峰1级令牌	RandomFuBen_Item5	34	772	772		TaskItem	11	通关凌绝峰1层有机率获得，可用来完成商会任务（30级开启）	20000	1	1	1000	2	1	0	99999											
927	宝石碎片	CommonStoneDebris	34	927	927		CommonStoneDebris	99	残缺不全宝石碎片，需要[FFFE0D]5块[-]才能打造成1个随机1级宝石	20000	1	1	1000		1	0	99999											
968	守护者宝箱	Dungeon_Leader_Box	34	100	100		RandomItemByLevel	1	守护者宝箱，包含一份随机奖励	20000	1	1	1000		1	0	99999	12										
969	随机宝石袋	Dungeon_Stone_Box	34	100	100		RandomItemByLevel	1	随机获得一颗宝石	20000	1	1	1000		1	0	99999	13										
1390	随机银两袋	Dungeon_Silver_Box	34	100	100		RandomItemByLevel	1	随机获得银两	20000	1	1	1000	2	1	0	99999	28										
1004	水晶宝箱	Punish_Crystal_Box	34	100	100		RandomItemByLevel	1	打开后随机获得一个水晶	20000	1	1	1000	2	1	0	99999	21										
1005	盗贼包裹	Kin_Robber_Box	34	1005	1005		RandomItemByLevel	1	从帮派盗贼身上收刮而来的包裹，打开后随机获得一份奖励	20000	1	1	1000		1	0	99999	14	1									
1006	1级宝石袋	Random_Stone_Bag_1	34	100	100		RandomItem	1	打开后随机获得1颗1级宝石	20000	1	2	1000		1	0	99999	1006	1									
1007	2级宝石袋	Random_Stone_Bag_2	34	100	100		RandomItem	1	打开后随机获得1颗2级宝石	20000	1	2	1000		1	0	99999	1007	1									
1008	3级宝石袋	Random_Stone_Bag_3	34	100	100		RandomItem	1	打开后随机获得1颗3级宝石	20000	1	2	1000		1	0	99999	1008	1									
1009	4级宝石袋	Random_Stone_Bag_4	34	100	100		RandomItem	1	打开后随机获得1颗4级宝石	20000	1	2	1000		1	0	99999	1009	1									
1010	5级宝石袋	Random_Stone_Bag_5	34	100	100		RandomItem	1	打开后随机获得1颗5级宝石	20000	1	2	1000		1	0	99999	1010	1									
1011	6级宝石袋	Random_Stone_Bag_6	34	100	100		RandomItem	1	打开后随机获得1颗6级宝石	20000	1	2	1000		1	0	99999	1011	1									
1012	7级宝石袋	Random_Stone_Bag_7	34	100	100		RandomItem	1	打开后随机获得1颗7级宝石	20000	1	2	1000		1	0	99999	1012	1									
1013	8级宝石袋	Random_Stone_Bag_8	34	100	100		RandomItem	1	打开后随机获得1颗8级宝石	20000	1	2	1000		1	0	99999	1013	1									
1015	9级宝石袋	Random_Stone_Bag_9	34	100	100		RandomItem	1	打开后随机获得1颗9级宝石	20000	1	2	1000		1	0	99999	1015	1									
1020	2小时免战令	Debris_Item1	34	778	778		DebrisAvod	100	使用后增加2小时的夺宝保护时间	20000	1	1	1000		1	0	99999											
1021	8小时免战令	Debris_Item2	34	779	779		DebrisAvod	100	使用后增加8小时的夺宝保护时间	20000	1	1	1000		1	0	99999											
1224	钱袋	Purse1	34	100	100		RandomItem	1	打开后获得银两	20000	1	4	1000	2	1	0	99999	1016										
1225	英雄令	HonorLevelItem	34	100	100			12	用于提升头衔	20000	1	4	1000		1	0	99999											
1226	1级帮派礼盒	Kin_Gift_Box_1	34	1226	1226		RandomItem	1	打开后随机获得一个物品\n有可能获得[FFFE0D]洗髓丹、魂石、水晶、同伴技能书、元宝、银两[-]等奖励	20000	1	1	1000	1	1	0	99999	1017										
1227	2级帮派礼盒	Kin_Gift_Box_2	34	1226	1226		RandomItem	1	打开后随机获得一个物品\n有可能获得[FFFE0D]洗髓丹、魂石、水晶、同伴技能书、元宝、银两[-]等奖励	20000	1	1	1000	2	1	0	99999	1018										
