GoodsId	TemplateId	Name	Price	MoneyType	ShopType	SubType	Sort	Discount	LimitType	LimitNum	HotTip	TimeFrame	CloseTimeFrame	MinLevel	ShowLevel	ShowVipLevel	OpenTime	CloseTime	version_tx	version_vn	version_hk	version_xm	version_en	version_kor	version_th
1001	222	绿水晶	40	Gold	Treasure		2	8	7	200									1	1	1	1	1	1	1
1002	223	蓝水晶	160	Gold	Treasure		3	8	7	30									1	1	1	1	1	1	1
1003	224	紫水晶	640	Gold	Treasure		4	8	7	10									1	1	1	1	1	1	1
1004	213	破损的神秘矿石	30	Gold	Treasure		5	6	7	10									1	1	1	1	1	1	1
1005	214	普通的神秘矿石	160	Gold	Treasure		6	8	7	10									1	1	1	1	1	1	1
1006	215	无暇的神秘矿石	640	Gold	Treasure		7	8	7	3									1	1	1	1	1	1	1
1007	1234	玫瑰花	6	Gold	Treasure		8	3	7	100									1	1	1	1	1	1	1
1008	1235	幸运草	6	Gold	Treasure		9	3	7	100									1	1	1	1	1	1	1
1009	6151	真气丹（1000点）	175	Gold	Treasure		10	7	7	50									1	1	1	1	1	1	1
1010	6152	真气丹（5000点）	875	Gold	Treasure		11	7	7	10									1	1	1	1	1	1	1
1011	7289	阵法修炼精要	100	Gold	Treasure		12	7	7	10									1	1	1	1	1	1	1
2000	3925	藏剑秘宝+50	50000	SilverBoard	Dress	tabDressWaiyiShop	1				1								1	1	1	1	1	1	1
2001	2804	和氏璧	5888	SilverBoard	Dress	tabDressWaiyiShop	2				1								1	1	1	1	1	1	1
2002	2162	1级魂石箱	2000	SilverBoard	Dress	tabDressWaiyiShop	3				1								1	1	1	1	1	1	1
2003	2163	2级魂石箱	3000	SilverBoard	Dress	tabDressWaiyiShop	4				1								1	1	1	1	1	1	1
2004	2164	3级魂石箱	4000	SilverBoard	Dress	tabDressWaiyiShop	5				1								1	1	1	1	1	1	1
2005	2165	4级魂石箱	5000	SilverBoard	Dress	tabDressWaiyiShop	6				1								1	1	1	1	1	1	1
2006	2166	5级魂石箱	6000	SilverBoard	Dress	tabDressWaiyiShop	7				1								1	1	1	1	1	1	1
2007	6155	缘定今生	3999	SilverBoard	Dress	tabDressWaiyiShop	8				1								1	1	1	1	1	1	1
2008	6231	三生石	2999	SilverBoard	Dress	tabDressWaiyiShop	9				1								1	1	1	1	1	1	1
2009	2396	高级修为书	999	SilverBoard	Dress	tabDressWaiyiShop	10				1								1	1	1	1	1	1	1
2010	4817	元气瓶（大）	5000	SilverBoard	Dress	tabDressWaiyiShop	11				1								1	1	1	1	1	1	1
2011	4891	周年庆典华服	3888	SilverBoard	Dress	tabDressWaiyiShop	12				1								1	1	1	1	1	1	1
2012	8302	【千叶森罗】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	13				1								1	1	1	1	1	1	1
2013	8303	【君子如风】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	14				1								1	1	1	1	1	1	1
2014	8304	【白玉琅环】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	15				1								1	1	1	1	1	1	1
2015	8305	【艺趣】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	16				1								1	1	1	1	1	1	1
2016	8306	【邪魅狷狂】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	17				1								1	1	1	1	1	1	1
2017	8307	【青竹觅影】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	18				1								1	1	1	1	1	1	1
2018	8308	【浮光系列】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	19				1								1	1	1	1	1	1	1
2019	7130	【丝路流纱】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	20				1								1	1	1	1	1	1	1
2020	8309	【金玉满堂】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	21				1								1	1	1	1	1	1	1
2021	8310	【风动萤舞】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	22				1								1	1	1	1	1	1	1
2022	8311	【苍澜花间】外装宝箱	3888	SilverBoard	Dress	tabDressWaiyiShop	23				1								1	1	1	1	1	1	1
2023	4477	人物绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	24				1								1	1	1	1	1	1	1
2024	6803	人物绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	25				1								1	1	1	1	1	1	1
2025	4818	新心向颖绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	26				1								1	1	1	1	1	1	1
2026	4820	佳人绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	27				1								1	1	1	1	1	1	1
2027	4821	武林十大美女绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	28				1								1	1	1	1	1	1	1
2028	4822	佳人绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	29				1								1	1	1	1	1	1	1
2029	4824	本服第一美女绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	30				1								1	1	1	1	1	1	1
2030	3692	人物绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	31				1								1	1	1	1	1	1	1
2031	4477	武林十大美女绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	32				1								1	1	1	1	1	1	1
2032	2510	月影传说绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	33				1								1	1	1	1	1	1	1
2033	4814	杨大侠绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	34				1								1	1	1	1	1	1	1
2034	4818	新心向颖绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	35				1								1	1	1	1	1	1	1
2035	4815	真儿绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	36				1								1	1	1	1	1	1	1
2036	7499	女神绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	37				1								1	1	1	1	1	1	1
2037	7735	好声音人物绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	38				1								1	1	1	1	1	1	1
2038	7736	好声音本服十强人物绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	39				1								1	1	1	1	1	1	1
2039	7737	好声音复赛前三人物绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	40				1								1	1	1	1	1	1	1
2040	7738	好声音决赛十强人物绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	41				1								1	1	1	1	1	1	1
2041	7739	好声音冠军人物绘卷	88888	SilverBoard	Dress	tabDressWaiyiShop	42				1								1	1	1	1	1	1	1
2042	4831	头像框·武林十大美女（1年）	2888	SilverBoard	Dress	tabDressWaiyiShop	43				1								1	1	1	1	1	1	1
2043	4832	头像框·本服十大美女（1年	2888	SilverBoard	Dress	tabDressWaiyiShop	44				1								1	1	1	1	1	1	1
2044	6005	头像框·夏树苍翠	2888	SilverBoard	Dress	tabDressWaiyiShop	45				1								1	1	1	1	1	1	1
2045	6010	头像框·武林至尊（半年）	2888	SilverBoard	Dress	tabDressWaiyiShop	46				1								1	1	1	1	1	1	1
2046	6011	头像框·武林大会亚军（半年）	2888	SilverBoard	Dress	tabDressWaiyiShop	47				1								1	1	1	1	1	1	1
2047	6445	头像框·荷塘月色	2888	SilverBoard	Dress	tabDressWaiyiShop	48				1								1	1	1	1	1	1	1
2048	6804	头像框·新剑侠情缘庆典	2888	SilverBoard	Dress	tabDressWaiyiShop	49				1								1	1	1	1	1	1	1
2049	7054	头像框·丝路流纱	2888	SilverBoard	Dress	tabDressWaiyiShop	50				1								1	1	1	1	1	1	1
2050	7320	头像框·年度通天塔登顶豪侠（1年）	2888	SilverBoard	Dress	tabDressWaiyiShop	51				1								1	1	1	1	1	1	1
2051	7343	头像框·圣诞快乐	2888	SilverBoard	Dress	tabDressWaiyiShop	52				1								1	1	1	1	1	1	1
2052	7727	头像框·七彩音符	2888	SilverBoard	Dress	tabDressWaiyiShop	53				1								1	1	1	1	1	1	1
2053	7728	头像框·本服十大声音	2888	SilverBoard	Dress	tabDressWaiyiShop	54				1								1	1	1	1	1	1	1
2054	7729	头像框·本服最佳声音	2888	SilverBoard	Dress	tabDressWaiyiShop	55				1								1	1	1	1	1	1	1
2055	7876	头像框·复赛最强声	2888	SilverBoard	Dress	tabDressWaiyiShop	56				1								1	1	1	1	1	1	1
2056	7877	头像框·全服十大声音	2888	SilverBoard	Dress	tabDressWaiyiShop	57				1								1	1	1	1	1	1	1
2057	7878	头像框·全服最佳声音	2888	SilverBoard	Dress	tabDressWaiyiShop	58				1								1	1	1	1	1	1	1
2058	7965	头像框·泛舟江湖情人结	2888	SilverBoard	Dress	tabDressWaiyiShop	59				1								1	1	1	1	1	1	1
20310	8163	T1时装（斗笠）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	1												1	1	1	1	1	1	1
20311	8166	T2时装（花）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	2												1	1	1	1	1	1	1
20312	8169	T3时装（新年）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	3												1	1	1	1	1	1	1
20313	8172	T4时装（八家将）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	4												1	1	1	1	1	1	1
20314	8175	T5时装（黑帮）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	5												1	1	1	1	1	1	1
20315	8178	T6时装（自然）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	6												1	1	1	1	1	1	1
20316	8181	T7时装（浮光）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	7												1	1	1	1	1	1	1
20317	7126	<丝路流纱>头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	8												1	1	1	1	1	1	1
20318	8185	T10时装（绒雪华冠）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	9												1	1	1	1	1	1	1
20319	7436	<云梦之犄>头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	10												1	1	1	1	1	1	1
20320	8190	T11时装（2018新年）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	11												1	1	1	1	1	1	1
20321	8193	T11s时装（狗头）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	12												1	1	1	1	1	1	1
20322	8196	T12时装（夏莲）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	13												1	1	1	1	1	1	1
20323	8199	T12A时装（夏莲普通）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	14												1	1	1	1	1	1	1
20324	8202	T13时装（兔子）头部·30天	4888	SilverBoard	Dress	tabDressHeadShop	15												1	1	1	1	1	1	1
3001	4746	天王武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	1												1	1	1	1	1	1	1
3002	4747	峨嵋武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	2												1	1	1	1	1	1	1
3003	4748	桃花武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	3												1	1	1	1	1	1	1
3004	4749	逍遥武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	4												1	1	1	1	1	1	1
3005	4750	武当武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	5												1	1	1	1	1	1	1
3006	4751	天忍武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	6												1	1	1	1	1	1	1
3007	4752	少林武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	7												1	1	1	1	1	1	1
3008	4753	翠烟武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	8												1	1	1	1	1	1	1
3009	4754	唐门武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	9												1	1	1	1	1	1	1
3010	4755	昆仑武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	10												1	1	1	1	1	1	1
3011	4756	丐帮武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	11												1	1	1	1	1	1	1
3012	4757	五毒武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	12												1	1	1	1	1	1	1
3013	6206	藏剑武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	13												1	1	1	1	1	1	1
3014	6207	长歌武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	14												1	1	1	1	1	1	1
3015	6987	天山武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	15												1	1	1	1	1	1	1
3016	7679	霸刀武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	16												1	1	1	1	1	1	1
3017	8527	华山武器外装T1	4888	SilverBoard	Dress	tabDressWeaponShop	17												1	1	1	1	1	1	1
4001	4587	玲珑行囊	4888	SilverBoard	Dress	tabDressRareShop	1												1	1	1	1	1	1	1
4002	3714	洗髓经上	58888	SilverBoard	Dress	tabDressRareShop	2				1								1	1	1	1	1	1	1
4003	3715	洗髓经中	58888	SilverBoard	Dress	tabDressRareShop	3				1								1	1	1	1	1	1	1
4004	3716	洗髓经下	58888	SilverBoard	Dress	tabDressRareShop	4				1								1	1	1	1	1	1	1
4005	6444	千里	58888	SilverBoard	Dress	tabDressRareShop	5				1								1	1	1	1	1	1	1
4006	3238	江翻	58888	SilverBoard	Dress	tabDressRareShop	6				1								1	1	1	1	1	1	1
4007	3313	4级附魔石·攻击	68888	SilverBoard	Dress	tabDressRareShop	7				1								1	1	1	1	1	1	1
4008	3314	5级附魔石·攻击	88888	SilverBoard	Dress	tabDressRareShop	8				1								1	1	1	1	1	1	1
4009	2794	黄金图谱（武器）	100000	SilverBoard	Dress	tabDressRareShop	9				1								1	1	1	1	1	1	1
4010	2795	黄金图谱（衣服）	100000	SilverBoard	Dress	tabDressRareShop	10				1								1	1	1	1	1	1	1
4011	2796	黄金图谱（帽子）	100000	SilverBoard	Dress	tabDressRareShop	11				1								1	1	1	1	1	1	1
4012	2797	黄金图谱（腰带）	100000	SilverBoard	Dress	tabDressRareShop	12				1								1	1	1	1	1	1	1
4013	2798	黄金图谱（护腕）	100000	SilverBoard	Dress	tabDressRareShop	13				1								1	1	1	1	1	1	1
4014	2799	黄金图谱（鞋子）	100000	SilverBoard	Dress	tabDressRareShop	14				1								1	1	1	1	1	1	1
4015	2800	黄金图谱（项链）	100000	SilverBoard	Dress	tabDressRareShop	15				1								1	1	1	1	1	1	1
4016	2801	黄金图谱（戒指）	100000	SilverBoard	Dress	tabDressRareShop	16				1								1	1	1	1	1	1	1
4017	2802	黄金图谱（玉佩）	100000	SilverBoard	Dress	tabDressRareShop	17				1								1	1	1	1	1	1	1
4018	2803	黄金图谱（护身符）	100000	SilverBoard	Dress	tabDressRareShop	18				1								1	1	1	1	1	1	1
4019	1393	盟主令	10000	SilverBoard	Dress	tabDressRareShop	19				1								1	1	1	1	1	1	1
4020	1394	名将令	15000	SilverBoard	Dress	tabDressRareShop	20				1								1	1	1	1	1	1	1
4021	1395	逐鹿令	20000	SilverBoard	Dress	tabDressRareShop	21				1								1	1	1	1	1	1	1
4022	1396	帝皇令	30000	SilverBoard	Dress	tabDressRareShop	22				1								1	1	1	1	1	1	1
4023	1397	传说令	50000	SilverBoard	Dress	tabDressRareShop	23				1								1	1	1	1	1	1	1
6001	8283	<血瞳·月绝>坐骑时装	18888	SilverBoard	Dress	tabDressHorseShop	1				1								1	1	1	1	1	1	1
6002	8254	<血瞳·啸霜>坐骑时装·1年	18888	SilverBoard	Dress	tabDressHorseShop	2				1								1	1	1	1	1	1	1
6003	8255	<血瞳·荒尘>坐骑时装·1年	18888	SilverBoard	Dress	tabDressHorseShop	3				1								1	1	1	1	1	1	1
6004	8272	<蓝狼>坐骑时装·1年	18888	SilverBoard	Dress	tabDressHorseShop	4				1								1	1	1	1	1	1	1
6005	7712	螭魅雪狐	58888	SilverBoard	Dress	tabDressHorseShop	5				1								1	1	1	1	1	1	1
6006	7713	幽炎·螭魅雪狐	58888	SilverBoard	Dress	tabDressHorseShop	6				1								1	1	1	1	1	1	1
6007	7455	小白犬	5999	SilverBoard	Dress	tabDressHorseShop	7				1								1	1	1	1	1	1	1
6008	7456	小黑猫	5999	SilverBoard	Dress	tabDressHorseShop	8				1								1	1	1	1	1	1	1
6009	7862	小波斯	5999	SilverBoard	Dress	tabDressHorseShop	9				1								1	1	1	1	1	1	1
6010	4738	<寒霜>坐骑时装·30天	3888	SilverBoard	Dress	tabDressHorseShop	10				1								1	1	1	1	1	1	1
6011	4740	<小黑>坐骑时装·30天	3888	SilverBoard	Dress	tabDressHorseShop	11				1								1	1	1	1	1	1	1
6012	4863	<紫幽灵鹿>坐骑时装·1年	3888	SilverBoard	Dress	tabDressHorseShop	12				1								1	1	1	1	1	1	1
6013	4864	<云魅灵鹿>坐骑时装·1年	3888	SilverBoard	Dress	tabDressHorseShop	13				1								1	1	1	1	1	1	1
6014	4869	<星芒·云魅灵鹿>坐骑时装·1年	3888	SilverBoard	Dress	tabDressHorseShop	14				1								1	1	1	1	1	1	1
6015	8279	<炽影>坐骑时装·1年	3888	SilverBoard	Dress	tabDressHorseShop	15				1								1	1	1	1	1	1	1
6016	7297	<福瑞灵鹿>坐骑时装·90天	3888	SilverBoard	Dress	tabDressHorseShop	16				1								1	1	1	1	1	1	1
5000	6155	缘定今生	3999	Gold	WeddingShop		1												1	1	1	1	1	1	1
5001	5247	烟花·百年好合	99	Gold	WeddingShop		3												1	1	1	1	1	1	1
5002	5248	烟花·吉祥如意	99	Gold	WeddingShop		4												1	1	1	1	1	1	1
5003	5249	烟花·嫁给我吧	99	Gold	WeddingShop		5												1	1	1	1	1	1	1
5004	5250	烟花·双喜临门	99	Gold	WeddingShop		6												1	1	1	1	1	1	1
5005	5251	烟花·心心相印	99	Gold	WeddingShop		7												1	1	1	1	1	1	1
8001	2555	称号·一骑绝尘（30天）	3888	SilverBoard	Dress	tabDressOtherShop	1				1								1	1	1	1	1	1	1
8002	2556	称号·蹑景追风（30天）	3888	SilverBoard	Dress	tabDressOtherShop	2				1								1	1	1	1	1	1	1
8003	2557	称号·天王第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	3				1								1	1	1	1	1	1	1
8004	2558	称号·峨嵋第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	4				1								1	1	1	1	1	1	1
8005	2559	称号·桃花第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	5				1								1	1	1	1	1	1	1
8006	2560	称号·逍遥第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	6				1								1	1	1	1	1	1	1
8007	2561	称号·武当第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	7				1								1	1	1	1	1	1	1
8008	2562	称号·天忍第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	8				1								1	1	1	1	1	1	1
8009	2563	称号·少林第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	9				1								1	1	1	1	1	1	1
8010	2564	称号·翠烟第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	10				1								1	1	1	1	1	1	1
8011	2565	称号·唐门第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	11				1								1	1	1	1	1	1	1
8012	2566	称号·昆仑第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	12				1								1	1	1	1	1	1	1
8013	2567	称号·丐帮第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	13				1								1	1	1	1	1	1	1
8014	2568	称号·五毒第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	14				1								1	1	1	1	1	1	1
8015	5309	称号·藏剑第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	15				1								1	1	1	1	1	1	1
8016	5310	称号·长歌第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	16				1								1	1	1	1	1	1	1
8017	6520	称号·天山第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	17				1								1	1	1	1	1	1	1
8018	7532	称号·霸刀第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	18				1								1	1	1	1	1	1	1
8019	6015	称号·第一潜龙	3888	SilverBoard	Dress	tabDressOtherShop	19				1								1	1	1	1	1	1	1
8020	6016	称号·第一倚天	3888	SilverBoard	Dress	tabDressOtherShop	20				1								1	1	1	1	1	1	1
8021	6017	称号·十大潜龙	3888	SilverBoard	Dress	tabDressOtherShop	21				1								1	1	1	1	1	1	1
8022	6018	称号·十大倚天	3888	SilverBoard	Dress	tabDressOtherShop	22				1								1	1	1	1	1	1	1
8023	6050	称号·浮光若梦（30天）	3888	SilverBoard	Dress	tabDressOtherShop	23				1								1	1	1	1	1	1	1
8024	6373	称号·邪魅狷狂	3888	SilverBoard	Dress	tabDressOtherShop	24				1								1	1	1	1	1	1	1
8025	6869	称号·邪魅狷狂（30天）	3888	SilverBoard	Dress	tabDressOtherShop	25				1								1	1	1	1	1	1	1
8026	7159	称号·枫华绝代（30天）	3888	SilverBoard	Dress	tabDressOtherShop	26				1								1	1	1	1	1	1	1
8027	2683	称号·十大帮派吉祥物（60天）	3888	SilverBoard	Dress	tabDressOtherShop	27				1								1	1	1	1	1	1	1
8028	2805	称号·纵贯线第一帮（30天）	3888	SilverBoard	Dress	tabDressOtherShop	28				1								1	1	1	1	1	1	1
8029	2806	称号·南北二路大帮（30天）	3888	SilverBoard	Dress	tabDressOtherShop	29				1								1	1	1	1	1	1	1
8030	2807	称号·海线第一（30天）	3888	SilverBoard	Dress	tabDressOtherShop	30				1								1	1	1	1	1	1	1
