EmotionId	Length	SizeX	SizeY	Atlas	Desc
52	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
53	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
54	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
55	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
56	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
57	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
58	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
59	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
60	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
61	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
62	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
63	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
64	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
65	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
66	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
67	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
68	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
69	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
70	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
71	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
82	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
83	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
84	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
85	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
86	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
87	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
88	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
89	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
90	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
91	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
101	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
102	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
103	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
104	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
105	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
106	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
107	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
108	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
109	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
110	50	48	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
111	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
112	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
113	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
114	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
115	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
116	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
117	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
118	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
119	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
120	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
121	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
122	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
123	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
124	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
125	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
126	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
127	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions3.prefab	
858	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	地
859	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	天
860	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：昆仑大师兄
861	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：华山大师姐
862	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：华山大师兄
865	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：一诺千金
866	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：头号知音
867	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：超级粉丝
868	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：金声玉色
869	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：最强天籁助攻
870	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：曼声清扬
871	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：珠玉之声
872	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：凤凰之鸣
873	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：仙籁之音
874	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：霸刀好声音
875	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：天山好声音
876	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：长歌好声音
877	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：藏剑好声音
878	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：五毒好声音
879	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：丐帮好声音
880	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：昆仑好声音
881	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：唐门好声音
882	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：翠烟好声音
883	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：少林好声音
884	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：天忍好声音
885	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：武当好声音
886	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：桃花好声音
887	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：逍遥好声音
888	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：峨眉好声音
889	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：天王好声音
890	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：霸刀最强声
891	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：天山最强声
892	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：长歌最强声
893	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：藏剑最强声
894	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：五毒最强声
895	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：丐帮最强声
896	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：昆仑最强声
897	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：唐门最强声
898	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：翠烟最强声
899	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：少林最强声
900	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：天忍最强声
901	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：武当最强声
902	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：桃花最强声
903	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：逍遥最强声
904	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：峨眉最强声
905	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：天王最强声
906	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：港澳台好声音
907	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：东北好声音
908	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：西南好声音
909	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：西北好声音
910	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：华北好声音
911	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：华中好声音
912	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：华南好声音
913	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：华东好声音
914	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：港澳台最强声
915	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：东北最强声
916	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：西南最强声
917	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：西北最强声
918	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：华北最强声
919	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：华中最强声
920	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：华南最强声
921	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：华东最强声
922	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：空谷传声
923	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：声动四海
924	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：新星之声
925	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：声之丽颖
926	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：声名鹊起
928	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：声动梁尘
929	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：武当大师姐
930	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：霸刀大师兄
931	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：霸刀大师姐
932	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：明星玩家
933	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：天山大师姐
934	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：天山大师兄
935	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	货币：真气
936	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：武林至尊
937	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：国色天香
938	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：藏剑大师兄
939	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：长歌大师姐
940	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	世界红包
943	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：本服第一美女
942	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：武林十大美女
941	116	114	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	聊天首码：武林第一美女
944	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
945	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
946	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
947	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
948	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
949	49	47	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	结拜
950	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
951	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
952	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
953	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
954	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
955	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
956	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
957	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
958	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
959	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
960	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
961	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
962	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
963	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
964	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions2.prefab	
965	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
966	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
967	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
968	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
969	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
970	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
971	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
972	83	81	19	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
973	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
974	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
975	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
976	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
977	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
978	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
979	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
980	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
981	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
982	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
983	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
984	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
985	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
986	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
987	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
988	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
989	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
990	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
991	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
992	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
993	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
994	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
995	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
996	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
997	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
998	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
999	25	22	22	UI/Atlas/NewAtlas/Emotions/Emotions.prefab	
