GroupId	ItemId	ItemName	Count
6	1694	初级魂石·卢青	1
6	1695	初级魂石·莺儿	1
6	1696	初级魂石·顾武	1
6	1698	初级魂石·苏墨芸	1
6	1699	初级魂石·萧动尘	1
6	1700	初级魂石·胡神医	1
6	1701	初级魂石·秦沐白	1
6	1702	初级魂石·张仲天	1
6	1703	初级魂石·路达	1
6	1707	初级魂石·蔷薇	1
6	1708	初级魂石·紫轩	1
6	1714	初级魂石·南宫彩虹	1
6	1715	初级魂石·林海	1
6	1716	初级魂石·陆文龙	1
6	1717	初级魂石·赵无双	1
6	1718	初级魂石·无相	1
6	1720	初级魂石·张如梦	1
6	1723	初级魂石·赵节	1
6	1724	初级魂石·邵骑风	1
7	1697	初级魂石·殷方	1
7	1704	初级魂石·白眉猴王	1
7	1705	初级魂石·大地狼王	1
7	1706	初级魂石·寒玉鹿王	1
7	1709	初级魂石·卓非凡	1
7	1710	初级魂石·月明瑶	1
7	1711	初级魂石·龙傲天	1
7	1712	初级魂石·沫天然	1
7	1719	初级魂石·唐潇	1
7	1721	初级魂石·张琳心	1
7	1722	初级魂石·封玉书	1
7	1725	初级魂石·何暮雪	1
7	1726	初级魂石·赵升权	1
7	1727	初级魂石·纳兰真	1
7	1728	初级魂石·柴嵩	1
7	1737	初级魂石·邵宏渊	1
7	1738	初级魂石·白彦敬	1
7	1740	初级魂石·雷风	1
7	1741	初级魂石·雷同	1
7	1742	初级魂石·唐娟娟	1
7	1744	初级魂石·夺宝贼	1
7	1745	初级魂石·双首异兽	1
7	1746	初级魂石·奔焰豹王	1
7	1747	初级魂石·九尾狐王	1
7	1760	初级魂石·张风	1
7	1761	初级魂石·月眉儿	1
8	1791	中级魂石·少年杨影枫	1
8	1807	中级魂石·曲霞	1
8	1808	中级魂石·耶律辟离	1
8	1809	中级魂石·杨铁心	1
8	1810	中级魂石·无想	1
8	1811	中级魂石·柳潇庭	1
8	1812	中级魂石·李恬儿	1
8	1813	中级魂石·李天目	1
8	1814	中级魂石·完颜襄	1
8	1817	中级魂石·耶律楚材	1
8	1821	中级魂石·雷震天	1
8	1826	中级魂石·高长恭	1
8	1827	中级魂石·哲别	1
8	1828	中级魂石·秦良玉	1
8	1829	中级魂石·袁承志	1
8	1830	中级魂石·鳌拜	1
8	1831	中级魂石·韩世忠	1
8	1840	中级魂石·天星道长	1
8	1841	中级魂石·燕若雪	1
8	1842	中级魂石·杨熙烈	1
8	1843	中级魂石·上官飞龙	1
8	1844	中级魂石·纳兰潜凛	1
8	1845	中级魂石·方勉	1
8	1846	中级魂石·南宫灭	1
8	1848	中级魂石·唐影	1
8	1847	中级魂石·秋依水	1
8	2849	中级魂石·玄慈	1
9	1869	高级魂石·少年杨影枫	1
9	1885	高级魂石·曲霞	1
9	1886	高级魂石·耶律辟离	1
9	1887	高级魂石·杨铁心	1
9	1888	高级魂石·无想	1
9	1889	高级魂石·柳潇庭	1
9	1890	高级魂石·李恬儿	1
9	1891	高级魂石·李天目	1
9	1892	高级魂石·完颜襄	1
9	1895	高级魂石·耶律楚材	1
9	1899	高级魂石·雷震天	1
9	1904	高级魂石·高长恭	1
9	1905	高级魂石·哲别	1
9	1906	高级魂石·秦良玉	1
9	1907	高级魂石·袁承志	1
9	1908	高级魂石·鳌拜	1
9	1909	高级魂石·韩世忠	1
9	1918	高级魂石·天星道长	1
9	1919	高级魂石·燕若雪	1
9	1920	高级魂石·杨熙烈	1
9	1921	高级魂石·上官飞龙	1
9	1922	高级魂石·纳兰潜凛	1
9	1923	高级魂石·方勉	1
9	1924	高级魂石·南宫灭	1
9	1925	高级魂石·唐影	1
9	1926	高级魂石·秋依水	1
9	2851	高级魂石·玄慈	1
