ResId	ResFile	ResAttribID	ResSlot	Desc	Desc2	Desc3	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
1211	Player/Characters/M1/Prefab/M1_D006_Body.prefab	51211	B_Hs	M1标男等级装T4·偏色2																																
1212	Player/Characters/M1/Prefab/M1_D006_Body.prefab	51212	B_Hs	M1标男等级装T4·偏色3																																
1213	Player/Characters/M1/Prefab/M1_D011_Body.prefab	51213	B_Hs	M1标男等级装T5·偏色1																																
1214	Player/Characters/M1/Prefab/M1_D011_Body.prefab	51214	B_Hs	M1标男等级装T5·偏色2																																
1215	Player/Characters/M1/Prefab/M1_D011_Body.prefab	51215	B_Hs	M1标男等级装T5·偏色3																																
1216	Player/Characters/M1/Prefab/M1_D010_Body.prefab	51216	B_Hs	M1标男等级装T6·偏色1																																
1217	Player/Characters/M1/Prefab/M1_D010_Body.prefab	51217	B_Hs	M1标男等级装T6·偏色2																																
1218	Player/Characters/M1/Prefab/M1_D010_Body.prefab	51218	B_Hs	M1标男等级装T6·偏色3																																
1219	Player/Characters/M1/Prefab/M1_D009_Body.prefab	51219	B_Hs	M1标男等级装T7·偏色1																																
1220	Player/Characters/M1/Prefab/M1_D009_Body.prefab	51220	B_Hs	M1标男等级装T7·偏色2																																
1221	Player/Characters/M1/Prefab/M1_D009_Body.prefab	51221	B_Hs	M1标男等级装T7·偏色3																																
1222	Player/Characters/M1/Prefab/M1_D005_Body.prefab	51222	B_Hs	M1标男等级装T8·偏色1																																
1223	Player/Characters/M1/Prefab/M1_D005_Body.prefab	51223	B_Hs	M1标男等级装T8·偏色2																																
1224	Player/Characters/M1/Prefab/M1_D005_Body.prefab	51224	B_Hs	M1标男等级装T8·偏色3																																
1225	Player/Characters/M1/Prefab/M1_D012_Body.prefab	51225	B_Hs	M1标男等级装T9·偏色1																																
1226	Player/Characters/M1/Prefab/M1_D012_Body.prefab	51226	B_Hs	M1标男等级装T9·偏色2																																
1227	Player/Characters/M1/Prefab/M1_D012_Body.prefab	51227	B_Hs	M1标男等级装T9·偏色3																																
1228	Player/Characters/M1/Prefab/M1_D008_Body.prefab	51228	B_Hs	M1标男等级装T10·偏色1																																
1229	Player/Characters/M1/Prefab/M1_D008_Body.prefab	51229	B_Hs	M1标男等级装T10·偏色2																																
1230	Player/Characters/M1/Prefab/M1_D008_Body.prefab	51230	B_Hs	M1标男等级装T10·偏色3																																
1231	Player/Characters/M1/Prefab/M1_D002_Body.prefab	51231	B_Hs	M1标男等级装T11·偏色1																																
1232	Player/Characters/M1/Prefab/M1_D002_Body.prefab	51232	B_Hs	M1标男等级装T11·偏色2																																
1233	Player/Characters/M1/Prefab/M1_D002_Body.prefab	51233	B_Hs	M1标男等级装T11·偏色3																																
1234	Player/Characters/M1/Prefab/M1_D007_Body.prefab	51234	B_Hs	M1标男等级装T12·偏色1																																
1235	Player/Characters/M1/Prefab/M1_D007_Body.prefab	51235	B_Hs	M1标男等级装T12·偏色2																																
1236	Player/Characters/M1/Prefab/M1_D007_Body.prefab	51236	B_Hs	M1标男等级装T12·偏色3																																
1237	Player/Characters/M1/Prefab/M1_D013_Body.prefab	51237	B_Hs	M1标男等级装T13·偏色1																																
1238	Player/Characters/M1/Prefab/M1_D013_Body.prefab	51238	B_Hs	M1标男等级装T13·偏色2																																
1239	Player/Characters/M1/Prefab/M1_D013_Body.prefab	51239	B_Hs	M1标男等级装T13·偏色3																																
1241	Player/Characters/M1/Prefab/M1_D001_Body.prefab	51241	B_Hs	M1标男等级装T1·偏色4																																
1242	Player/Characters/M1/Prefab/M1_D004_Body.prefab	51242	B_Hs	M1标男等级装T2·偏色4																																
1243	Player/Characters/M1/Prefab/M1_D003_Body.prefab	51243	B_Hs	M1标男等级装T3·偏色4																																
1244	Player/Characters/M1/Prefab/M1_D006_Body.prefab	51244	B_Hs	M1标男等级装T4·偏色4																																
1245	Player/Characters/M1/Prefab/M1_D011_Body.prefab	51245	B_Hs	M1标男等级装T5·偏色4																																
1246	Player/Characters/M1/Prefab/M1_D010_Body.prefab	51246	B_Hs	M1标男等级装T6·偏色4																																
1247	Player/Characters/M1/Prefab/M1_D009_Body.prefab	51247	B_Hs	M1标男等级装T7·偏色4																																
1248	Player/Characters/M1/Prefab/M1_D005_Body.prefab	51248	B_Hs	M1标男等级装T8·偏色4																																
1249	Player/Characters/M1/Prefab/M1_D012_Body.prefab	51249	B_Hs	M1标男等级装T9·偏色4																																
1250	Player/Characters/M1/Prefab/M1_D008_Body.prefab	51250	B_Hs	M1标男等级装T10·偏色4																																
1251	Player/Characters/M1/Prefab/M1_D002_Body.prefab	51251	B_Hs	M1标男等级装T11·偏色4																																
1252	Player/Characters/M1/Prefab/M1_D007_Body.prefab	51252	B_Hs	M1标男等级装T12·偏色4																																
1253	Player/Characters/M1/Prefab/M1_D013_Body.prefab	51253	B_Hs	M1标男等级装T13·偏色4																																
1261	Player/Characters/M1/Prefab/M1_D014_Body.prefab		B_Hs	M1标男等级装T14·偏色1						M1_D014_Body	1		253|201|122|64	1.21	56|56|56|59	1.12	135|34|36|0	1.36																		
1262	Player/Characters/M1/Prefab/M1_D014_Body.prefab		B_Hs	M1标男等级装T14·偏色2						M1_D014_Body	1		255|176|116|53	1.21	219|216|216|31	1	50|50|50|0	0.86																		
1263	Player/Characters/M1/Prefab/M1_D014_Body.prefab		B_Hs	M1标男等级装T14·偏色3						M1_D014_Body	1		229|229|251|53	1.21	107|108|215|21	1.12	232|232|232|0	1.22																		
1264	Player/Characters/M1/Prefab/M1_D015_Body.prefab		B_Hs	M1标男等级装T15·偏色1						M1_D015_Body	1		240|182|97|255	1	146|146|146|69	1	223|220|216|8	1.21																		
1265	Player/Characters/M1/Prefab/M1_D015_Body.prefab		B_Hs	M1标男等级装T15·偏色2						M1_D015_Body	1		241|229|126|255	1	40|202|142|69	1	217|211|201|8	1.21																		
1266	Player/Characters/M1/Prefab/M1_D015_Body.prefab		B_Hs	M1标男等级装T15·偏色3						M1_D015_Body	1		196|218|223|255	1	255|195|104|27	2.12	44|40|35|24	1.21																		
2001	Player/Characters/M2/Prefab/M2_D011_Body.prefab	52001	B_Hs	M2壮男等级装T1																																
2002	Player/Characters/M2/Prefab/M2_D004_Body.prefab	52002	B_Hs	M2壮男等级装T2																																
2003	Player/Characters/M2/Prefab/M2_D010_Body.prefab	52003	B_Hs	M2壮男等级装T3																																
2004	Player/Characters/M2/Prefab/M2_D002_Body.prefab	52004	B_Hs	M2壮男等级装T4																																
2005	Player/Characters/M2/Prefab/M2_D007_Body.prefab	52005	B_Hs	M2壮男等级装T5																																
2006	Player/Characters/M2/Prefab/M2_D001_Body.prefab	52006	B_Hs	M2壮男等级装T6																																
2007	Player/Characters/M2/Prefab/M2_D005_Body.prefab	52007	B_Hs	M2壮男等级装T7																																
2008	Player/Characters/M2/Prefab/M2_D003_Body.prefab	52008	B_Hs	M2壮男等级装T8																																
2009	Player/Characters/M2/Prefab/M2_D012_Body.prefab	52009	B_Hs	M2壮男等级装T9																																
2010	Player/Characters/M2/Prefab/M2_D006_Body.prefab	52010	B_Hs	M2壮男等级装T10																																
2011	Player/Characters/M2/Prefab/M2_D009_Body.prefab	52011	B_Hs	M2壮男等级装T11																																
2012	Player/Characters/M2/Prefab/M2_D013_Body.prefab	52012	B_Hs	M2壮男等级装T12																																
2013	Player/Characters/M2/Prefab/M2_D008_Body.prefab	52013	B_Hs	M2壮男等级装T13																																
2014	Player/Characters/M2/Prefab/M2_D014_Body.prefab		B_Hs	M2壮男等级装T14				1		M2_D014_Body	0		255|255|255|125	1.22	255|255|255|132	1	255|255|255|157	1																		
2015	Player/Characters/M2/Prefab/M2_D015_Body.prefab		B_Hs	M2壮男等级装T15				1		M2_D015_Body	0		255|255|255|255	1	255|255|255|255	1	255|255|255|255	1																		
2101	Player/Characters/M2/Prefab/M2_D001_Body.prefab	52101	B_Hs	M2壮男等级装T6·黄金装																																
2102	Player/Characters/M2/Prefab/M2_D005_Body.prefab	52102	B_Hs	M2壮男等级装T7·黄金装																																
2103	Player/Characters/M2/Prefab/M2_D003_Body.prefab	52103	B_Hs	M2壮男等级装T8·黄金装																																
2104	Player/Characters/M2/Prefab/M2_D012_Body.prefab	52104	B_Hs	M2壮男等级装T9·黄金装																																
2105	Player/Characters/M2/Prefab/M2_D006_Body.prefab	52105	B_Hs	M2壮男等级装T10·黄金装																																
2106	Player/Characters/M2/Prefab/M2_D009_Body.prefab	52106	B_Hs	M2壮男等级装T11·黄金装																																
2107	Player/Characters/M2/Prefab/M2_D013_Body.prefab	52107	B_Hs	M2壮男等级装T12·黄金装																																
2108	Player/Characters/M2/Prefab/M2_D008_Body.prefab	52108	B_Hs	M2壮男等级装T13·黄金装																																
2109	Player/Characters/M2/Prefab/M2_D014_Body.prefab		B_Hs	M2壮男等级装T14·黄金装						M2_D014_Body	1		52|52|52|255	1.74	255|228|141|132	1	255|177|39|255	3.54																		
2110	Player/Characters/M2/Prefab/M2_D015_Body.prefab		B_Hs	M2壮男等级装T15·黄金装						M2_D015_Body	1		71|71|71|221	3.05	255|226|0|141	2.16	255|184|0|164	5																		
2201	Player/Characters/M2/Prefab/M2_D011_Body.prefab	52201	B_Hs	M2壮男等级装T1·偏色1																																
2202	Player/Characters/M2/Prefab/M2_D011_Body.prefab	52202	B_Hs	M2壮男等级装T1·偏色2																																
2203	Player/Characters/M2/Prefab/M2_D011_Body.prefab	52203	B_Hs	M2壮男等级装T1·偏色3																																
2204	Player/Characters/M2/Prefab/M2_D004_Body.prefab	52204	B_Hs	M2壮男等级装T2·偏色1																																
2205	Player/Characters/M2/Prefab/M2_D004_Body.prefab	52205	B_Hs	M2壮男等级装T2·偏色2																																
2206	Player/Characters/M2/Prefab/M2_D004_Body.prefab	52206	B_Hs	M2壮男等级装T2·偏色3																																
2207	Player/Characters/M2/Prefab/M2_D010_Body.prefab	52207	B_Hs	M2壮男等级装T3·偏色1																																
2208	Player/Characters/M2/Prefab/M2_D010_Body.prefab	52208	B_Hs	M2壮男等级装T3·偏色2																																
2209	Player/Characters/M2/Prefab/M2_D010_Body.prefab	52209	B_Hs	M2壮男等级装T3·偏色3																																
2210	Player/Characters/M2/Prefab/M2_D002_Body.prefab	52210	B_Hs	M2壮男等级装T4·偏色1																																
2211	Player/Characters/M2/Prefab/M2_D002_Body.prefab	52211	B_Hs	M2壮男等级装T4·偏色2																																
2212	Player/Characters/M2/Prefab/M2_D002_Body.prefab	52212	B_Hs	M2壮男等级装T4·偏色3																																
2213	Player/Characters/M2/Prefab/M2_D007_Body.prefab	52213	B_Hs	M2壮男等级装T5·偏色1																																
2214	Player/Characters/M2/Prefab/M2_D007_Body.prefab	52214	B_Hs	M2壮男等级装T5·偏色2																																
2215	Player/Characters/M2/Prefab/M2_D007_Body.prefab	52215	B_Hs	M2壮男等级装T5·偏色3																																
2216	Player/Characters/M2/Prefab/M2_D001_Body.prefab	52216	B_Hs	M2壮男等级装T6·偏色1																																
2217	Player/Characters/M2/Prefab/M2_D001_Body.prefab	52217	B_Hs	M2壮男等级装T6·偏色2																																
2218	Player/Characters/M2/Prefab/M2_D001_Body.prefab	52218	B_Hs	M2壮男等级装T6·偏色3																																
2219	Player/Characters/M2/Prefab/M2_D005_Body.prefab	52219	B_Hs	M2壮男等级装T7·偏色1																																
2220	Player/Characters/M2/Prefab/M2_D005_Body.prefab	52220	B_Hs	M2壮男等级装T7·偏色2																																
2221	Player/Characters/M2/Prefab/M2_D005_Body.prefab	52221	B_Hs	M2壮男等级装T7·偏色3																																
2222	Player/Characters/M2/Prefab/M2_D003_Body.prefab	52222	B_Hs	M2壮男等级装T8·偏色1																																
2223	Player/Characters/M2/Prefab/M2_D003_Body.prefab	52223	B_Hs	M2壮男等级装T8·偏色2																																
2224	Player/Characters/M2/Prefab/M2_D003_Body.prefab	52224	B_Hs	M2壮男等级装T8·偏色3																																
2225	Player/Characters/M2/Prefab/M2_D012_Body.prefab	52225	B_Hs	M2壮男等级装T9·偏色1																																
2226	Player/Characters/M2/Prefab/M2_D012_Body.prefab	52226	B_Hs	M2壮男等级装T9·偏色2																																
2227	Player/Characters/M2/Prefab/M2_D012_Body.prefab	52227	B_Hs	M2壮男等级装T9·偏色3																																
2228	Player/Characters/M2/Prefab/M2_D006_Body.prefab	52228	B_Hs	M2壮男等级装T10·偏色1																																
2229	Player/Characters/M2/Prefab/M2_D006_Body.prefab	52229	B_Hs	M2壮男等级装T10·偏色2																																
2230	Player/Characters/M2/Prefab/M2_D006_Body.prefab	52230	B_Hs	M2壮男等级装T10·偏色3																																
2231	Player/Characters/M2/Prefab/M2_D009_Body.prefab	52231	B_Hs	M2壮男等级装T11·偏色1																																
2232	Player/Characters/M2/Prefab/M2_D009_Body.prefab	52232	B_Hs	M2壮男等级装T11·偏色2																																
2233	Player/Characters/M2/Prefab/M2_D009_Body.prefab	52233	B_Hs	M2壮男等级装T11·偏色3																																
2234	Player/Characters/M2/Prefab/M2_D013_Body.prefab	52234	B_Hs	M2壮男等级装T12·偏色1																																
2235	Player/Characters/M2/Prefab/M2_D013_Body.prefab	52235	B_Hs	M2壮男等级装T12·偏色2																																
2236	Player/Characters/M2/Prefab/M2_D013_Body.prefab	52236	B_Hs	M2壮男等级装T12·偏色3																																
2237	Player/Characters/M2/Prefab/M2_D008_Body.prefab	52237	B_Hs	M2壮男等级装T13·偏色1																																
2238	Player/Characters/M2/Prefab/M2_D008_Body.prefab	52238	B_Hs	M2壮男等级装T13·偏色2																																
2239	Player/Characters/M2/Prefab/M2_D008_Body.prefab	52239	B_Hs	M2壮男等级装T13·偏色3																																
2241	Player/Characters/M2/Prefab/M2_D011_Body.prefab	52241	B_Hs	M2壮男等级装T1·偏色4																																
2242	Player/Characters/M2/Prefab/M2_D004_Body.prefab	52242	B_Hs	M2壮男等级装T2·偏色4																																
2243	Player/Characters/M2/Prefab/M2_D010_Body.prefab	52243	B_Hs	M2壮男等级装T3·偏色4																																
2244	Player/Characters/M2/Prefab/M2_D002_Body.prefab	52244	B_Hs	M2壮男等级装T4·偏色4																																
2245	Player/Characters/M2/Prefab/M2_D007_Body.prefab	52245	B_Hs	M2壮男等级装T5·偏色4																																
2246	Player/Characters/M2/Prefab/M2_D001_Body.prefab	52246	B_Hs	M2壮男等级装T6·偏色4																																
2247	Player/Characters/M2/Prefab/M2_D005_Body.prefab	52247	B_Hs	M2壮男等级装T7·偏色4																																
2248	Player/Characters/M2/Prefab/M2_D003_Body.prefab	52248	B_Hs	M2壮男等级装T8·偏色4																																
2249	Player/Characters/M2/Prefab/M2_D012_Body.prefab	52249	B_Hs	M2壮男等级装T9·偏色4																																
2250	Player/Characters/M2/Prefab/M2_D006_Body.prefab	52250	B_Hs	M2壮男等级装T10·偏色4																																
2251	Player/Characters/M2/Prefab/M2_D009_Body.prefab	52251	B_Hs	M2壮男等级装T11·偏色4																																
2252	Player/Characters/M2/Prefab/M2_D013_Body.prefab	52252	B_Hs	M2壮男等级装T12·偏色4																																
2253	Player/Characters/M2/Prefab/M2_D008_Body.prefab	52253	B_Hs	M2壮男等级装T13·偏色4																																
2261	Player/Characters/M2/Prefab/M2_D014_Body.prefab		B_Hs	M2壮男等级装T14·偏色1						M2_D014_Body	1		179|51|112|161	1.68	68|68|68|173	1	244|123|251|255	1																		
2262	Player/Characters/M2/Prefab/M2_D014_Body.prefab		B_Hs	M2壮男等级装T14·偏色2						M2_D014_Body	1		255|255|255|118	1.74	141|208|255|132	1	255|255|255|133	3.54																		
2263	Player/Characters/M2/Prefab/M2_D014_Body.prefab		B_Hs	M2壮男等级装T14·偏色3						M2_D014_Body	1		50|50|50|255	1.74	255|37|37|132	0.84	63|63|63|255	3.54																		
2264	Player/Characters/M2/Prefab/M2_D015_Body.prefab		B_Hs	M2壮男等级装T15·偏色1						M2_D015_Body	1		255|75|116|255	1.96	148|148|148|255	1.28	208|118|255|107	1																		
2265	Player/Characters/M2/Prefab/M2_D015_Body.prefab		B_Hs	M2壮男等级装T15·偏色2				1		M2_D015_Body	0		255|206|76|221	2.26	255|88|88|255	1.28	255|60|112|96	1																		
2266	Player/Characters/M2/Prefab/M2_D015_Body.prefab		B_Hs	M2壮男等级装T15·偏色3						M2_D015_Body	1		127|76|255|221	2.55	255|255|255|255	1.74	255|59|59|96	1																		
3001	Player/Characters/F1/Prefab/F1_D005_Body.prefab	53001	B_Hs	F1萝莉等级装T1																																
3002	Player/Characters/F1/Prefab/F1_D009_Body.prefab	53002	B_Hs	F1萝莉等级装T2																																
3003	Player/Characters/F1/Prefab/F1_D008_Body.prefab	53003	B_Hs	F1萝莉等级装T3																																
3004	Player/Characters/F1/Prefab/F1_D012_Body.prefab	53004	B_Hs	F1萝莉等级装T4																																
3005	Player/Characters/F1/Prefab/F1_D006_Body.prefab	53005	B_Hs	F1萝莉等级装T5																																
3006	Player/Characters/F1/Prefab/F1_D011_Body.prefab	53006	B_Hs	F1萝莉等级装T6																																
3007	Player/Characters/F1/Prefab/F1_D003_Body.prefab	53007	B_Hs	F1萝莉等级装T7																																
3008	Player/Characters/F1/Prefab/F1_D007_Body.prefab	53008	B_Hs	F1萝莉等级装T8																																
3009	Player/Characters/F1/Prefab/F1_D010_Body.prefab	53009	B_Hs	F1萝莉等级装T9																																
3010	Player/Characters/F1/Prefab/F1_D004_Body.prefab	53010	B_Hs	F1萝莉等级装T10																																
3011	Player/Characters/F1/Prefab/F1_D002_Body.prefab	53011	B_Hs	F1萝莉等级装T11																																
3012	Player/Characters/F1/Prefab/F1_D013_Body.prefab	53012	B_Hs	F1萝莉等级装T12																																
3013	Player/Characters/F1/Prefab/F1_D001_Body.prefab	53013	B_Hs	F1萝莉等级装T13																																
3014	Player/Characters/F1/Prefab/F1_D014_Body.prefab		B_Hs	F1萝莉等级装T14				1		F1_D014_Body	0		255|255|255|123	1	255|255|255|104	1	255|255|255|91	1																		
3015	Player/Characters/F1/Prefab/F1_D015_Body.prefab		B_Hs	F1萝莉等级装T15				1		F1_D015_Body	0		255|255|255|118	1	255|255|255|90	1	255|255|255|86	1																		
3101	Player/Characters/F1/Prefab/F1_D011_Body.prefab	53101	B_Hs	F1萝莉等级装T6·黄金装																																
3102	Player/Characters/F1/Prefab/F1_D003_Body.prefab	53102	B_Hs	F1萝莉等级装T7·黄金装																																
3103	Player/Characters/F1/Prefab/F1_D007_Body.prefab	53103	B_Hs	F1萝莉等级装T8·黄金装																																
3104	Player/Characters/F1/Prefab/F1_D010_Body.prefab	53104	B_Hs	F1萝莉等级装T9·黄金装																																
3105	Player/Characters/F1/Prefab/F1_D004_Body.prefab	53105	B_Hs	F1萝莉等级装T10·黄金装																																
3106	Player/Characters/F1/Prefab/F1_D002_Body.prefab	53106	B_Hs	F1萝莉等级装T11·黄金装																																
3107	Player/Characters/F1/Prefab/F1_D013_Body.prefab	53107	B_Hs	F1萝莉等级装T12·黄金装																																
3108	Player/Characters/F1/Prefab/F1_D001_Body.prefab	53108	B_Hs	F1萝莉等级装T13·黄金装																																
3109	Player/Characters/F1/Prefab/F1_D014_Body.prefab		B_Hs	F1萝莉等级装T14·黄金装						F1_D014_Body	1		255|255|255|123	1.25	255|255|255|35	1	255|174|0|163	2.1																		
3110	Player/Characters/F1/Prefab/F1_D015_Body.prefab		B_Hs	F1萝莉等级装T15·黄金装						F1_D015_Body	1		242|255|26|118	1	255|195|0|90	1.82	255|255|255|39	1																		
3201	Player/Characters/F1/Prefab/F1_D005_Body.prefab	53201	B_Hs	F1萝莉等级装T1·偏色1																																
