TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel
135	【稀有】龙鱼佩	T5_Pendant_Q2		10	2	5	66	16	35	35			2500000	5	2500000	1	equip		0	lifemax_v	2650			fire_resist_v	141																																			4	5
136	【稀有】雁行佩	T6_Pendant_Q2		10	2	6	76	19	36	36			3000000	6	3000000	1	equip		0	lifemax_v	3150			fire_resist_v	164																																			5	5
137	【稀有】勾云佩	T7_Pendant_Q2		10	2	7	86	22	37	37			4000000	7	4000000	1	equip		0	lifemax_v	3850			fire_resist_v	198																																			5	6
138	【稀有】龙首佩	T8_Pendant_Q2		10	2	8	96	25	38	38			5400000	8	5400000	1	equip		0	lifemax_v	4200			fire_resist_v	217																																			6	6
139	【稀有】鲲鹏佩	T9_Pendant_Q2		10	2	9	106	28	39	39			8000000	8	8000000	1	equip		0	lifemax_v	5000			fire_resist_v	257																																			7	6
140	【稀有】北冥佩	T10_Pendant_Q2		10	2	10	116	31	40	40			10000000	8	10000000	1	equip		0	lifemax_v	5500			fire_resist_v	282																																			7	7
5031	【稀有】天心佩	T11_Pendant_Q2		10	2	11	120	34	4931	4931			12500000	8	12500000	1	equip		0	lifemax_v	6000			fire_resist_v	290																																			7	7
5032	【稀有】貔貅佩	T12_Pendant_Q2		10	2	12	130	37	4932	4932			15000000	8	15000000	1	equip		0	lifemax_v	6600			fire_resist_v	330																																			7	7
5033	【稀有】毕方佩	T13_Pendant_Q2		10	2	13	140	40	4933	4933			16500000	8	16500000	1	equip		0	lifemax_v	7260			fire_resist_v	363																																			7	7
5034	【稀有】烛照佩	T14_Pendant_Q2		10	2	14	145	43	4934	4934			15660000	8	15660000	1	equip		0	lifemax_v	7986			fire_resist_v	399																																			7	7
5035	【稀有】幽荧佩	T15_Pendant_Q2		10	2	15	149	43	4935	4935			10000000	8	10000000	1	equip		0	lifemax_v	8785			fire_resist_v	439																																			7	7
5036	【稀有】玉佩T16	T16_Pendant_Q2		10	2	16	176	43	4936	4936			10000000	8	10000000	1	equip		0	lifemax_v	9663			fire_resist_v	483																																			7	7
5037	【稀有】玉佩T17	T17_Pendant_Q2		10	2	17	186	43	4937	4937			10000000	8	10000000	1	equip		0	lifemax_v	10629			fire_resist_v	531																																			7	7
5038	【稀有】玉佩T18	T18_Pendant_Q2		10	2	18	196	43	4938	4938			10000000	8	10000000	1	equip		0	lifemax_v	11692			fire_resist_v	585																																			7	7
5039	【稀有】玉佩T19	T19_Pendant_Q2		10	2	19	206	43	4939	4939			10000000	8	10000000	1	equip		0	lifemax_v	12862			fire_resist_v	643																																			7	7
5040	【稀有】玉佩T20	T20_Pendant_Q2		10	2	20	216	43	4940	4940			10000000	8	10000000	1	equip		0	lifemax_v	14148			fire_resist_v	707																																			7	7
2773	【黄金】雁行佩	T6_Pendant_Q4	1021	10	4	6	76	101	12007	12007			39000000	7	39000000	1	equip		36000	lifemax_v	4100			fire_resist_v	215																																			5	6
2774	【黄金】勾云佩	T7_Pendant_Q4	1022	10	4	7	86	102	12008	12008			61600000	7	61600000	1	equip		57600	lifemax_v	5000			fire_resist_v	257																																			6	6
2775	【黄金】龙首佩	T8_Pendant_Q4	1023	10	4	8	96	103	12009	12009			91800000	7	91800000	1	equip		86400	lifemax_v	5500			fire_resist_v	282																																			7	6
3625	【黄金】鲲鹏佩	T9_Pendant_Q4	1024	10	4	9	106	104	12715	12715			123200000	7	123200000	1	equip		115200	lifemax_v	6000			fire_resist_v	300																																			7	7
3626	【黄金】北冥佩	T10_Pendant_Q4	1025	10	4	10	116	105	12716	12716			154000000	7	154000000	1	equip		144000	lifemax_v	7000			fire_resist_v	350																																			7	7
5375	【黄金】天心佩	T11_Pendant_Q4	1026	10	4	11	120	106	18691	18691			185300000	7	185300000	1	equip		172800	lifemax_v	7500			fire_resist_v	400																																			7	7
5376	【黄金】貔貅佩	T12_Pendant_Q4	1027	10	4	12	130	107	18692	18692			216600000	7	216600000	1	equip		216600	lifemax_v	9000			fire_resist_v	450																																			7	7
5377	【黄金】毕方佩	T13_Pendant_Q4	1028	10	4	13	140	108	18693	18693			245400000	7	245400000	1	equip		245400	lifemax_v	9900			fire_resist_v	495																																			7	7
5378	【黄金】烛照佩	T14_Pendant_Q4	1029	10	4	14	145	109	18694	18694			274200000	7	274200000	1	equip		274200	lifemax_v	10890			fire_resist_v	545																																			7	7
5379	【黄金】幽荧佩	T15_Pendant_Q4	1030	10	4	15	149	110	18695	18695			303000000	7	303000000	1	equip		303000	lifemax_v	11979			fire_resist_v	599																																			7	7
507	T1玉佩（低）	T1_Pendant_Test_Q1		10	1	1	1	1	31	31			20000	1	3000	1	equip		0	lifemax_v	600			fire_resist_v	45																																				
508	T2玉佩（低）	T2_Pendant_Test_Q1		10	1	2	1	3	32	32			40000	2	3000	1	equip		0	lifemax_v	800			fire_resist_v	60																																			3	1
509	T3玉佩（低）	T3_Pendant_Test_Q1		10	1	3	1	6	33	33			80000	3	3000	1	equip		0	lifemax_v	1000			fire_resist_v	75																																			3	2
510	T4玉佩（低）	T4_Pendant_Test_Q1		10	1	4	1	9	34	34			200000	4	3000	1	equip		0	lifemax_v	1200			fire_resist_v	90																																			3	3
511	T5玉佩（低）	T5_Pendant_Test_Q1		10	1	5	1	12	35	35			500000	5	3000	1	equip		0	lifemax_v	1500			fire_resist_v	113																																			3	3
512	T6玉佩（低）	T6_Pendant_Test_Q1		10	1	6	76	15	36	36			1200000	6	3000	1	equip		0	lifemax_v	2500			fire_resist_v	135																																			4	5
513	T7玉佩（低）	T7_Pendant_Test_Q1		10	1	7	86	18	37	37			3200000	7	3000	1	equip		0	lifemax_v	3000			fire_resist_v	158																																			4	5
514	T8玉佩（低）	T8_Pendant_Test_Q1		10	1	8	96	21	38	38			7000000	8	3000	1	equip		0	lifemax_v	3500			fire_resist_v	180																																			5	5
3812	T9玉佩（低）	T9_Pendant_Test_Q1		10	1	9	106	24	39	39			7000000	8	3000	1	equip		0	lifemax_v	4000			fire_resist_v	200																																			6	6
3813	T10玉佩（低）	T10_Pendant_Test_Q1		10	1	10	116	27	40	40			7000000	8	3000	1	equip		0	lifemax_v	4500			fire_resist_v	220																																			7	6
515	T1玉佩（中）	T1_Pendant_Test_Q2		10	2	1	1	1	31	31			20000	1	3000	1	equip		0	lifemax_v	600			fire_resist_v	45																																				
516	T2玉佩（中）	T2_Pendant_Test_Q2		10	2	2	20	3	32	32			40000	2	3000	1	equip		0	lifemax_v	800			fire_resist_v	60																																			3	1
517	T3玉佩（中）	T3_Pendant_Test_Q2		10	2	3	43	6	33	33			80000	3	3000	1	equip		0	lifemax_v	1000			fire_resist_v	75																																			3	2
518	T4玉佩（中）	T4_Pendant_Test_Q2		10	2	4	53	9	34	34			200000	4	3000	1	equip		0	lifemax_v	1200			fire_resist_v	90																																			3	3
519	T5玉佩（中）	T5_Pendant_Test_Q2		10	2	5	63	12	35	35			500000	5	3000	1	equip		0	lifemax_v	1500			fire_resist_v	113																																			3	3
520	【传承】雁行佩	T6_Pendant_Test_Q2		10	2	6	76	15	36	36			1200000	6	3000	1	equip		0	lifemax_v	2750			fire_resist_v	146																																			4	5
521	T7玉佩（中）	T7_Pendant_Test_Q2		10	2	7	86	18	37	37			3200000	7	3000	1	equip		0	lifemax_v	3250			fire_resist_v	169																																			5	5
522	T8玉佩（中）	T8_Pendant_Test_Q2		10	2	8	96	21	38	38			7000000	8	3000	1	equip		0	lifemax_v	4000			fire_resist_v	207																																			5	6
3814	T9玉佩（中）	T9_Pendant_Test_Q2		10	2	9	106	24	39	39			7000000	8	3000	1	equip		0	lifemax_v	4500			fire_resist_v	220																																			6	6
3815	T10玉佩（中）	T10_Pendant_Test_Q2		10	2	10	116	27	40	40			7000000	8	3000	1	equip		0	lifemax_v	5000			fire_resist_v	257																																			7	6
523	【稀有】兰花佩	T1_Pendant_Test_Q3		10	3	1	1	1	31	31			20000	1	3000	1	equip		0	lifemax_v	600			fire_resist_v	45																																				
524	【稀有】荷叶佩	T2_Pendant_Test_Q3		10	3	2	32	3	32	32			40000	2	3000	1	equip		0	lifemax_v	800			fire_resist_v	60																																			3	3
525	【稀有】鹿纹佩	T3_Pendant_Test_Q3		10	3	3	46	6	33	33			80000	3	3000	1	equip		0	lifemax_v	1000			fire_resist_v	75																																			3	4
526	【稀有】玉蝉佩	T4_Pendant_Test_Q3		10	3	4	56	9	34	34			200000	4	3000	1	equip		0	lifemax_v	1200			fire_resist_v	90																																			4	4
527	【稀有】龙鱼佩	T5_Pendant_Test_Q3		10	3	5	66	12	35	35			500000	5	3000	1	equip		0	lifemax_v	1500			fire_resist_v	113																																			4	5
528	【稀有】雁行佩	T6_Pendant_Test_Q3		10	3	6	76	15	36	36			1200000	6	3000	1	equip		0	lifemax_v	3150			fire_resist_v	164																																			5	5
529	【稀有】勾云佩	T7_Pendant_Test_Q3		10	3	7	86	18	37	37			3200000	7	3000	1	equip		0	lifemax_v	2100			fire_resist_v	158																																			5	6
530	【稀有】龙首佩	T8_Pendant_Test_Q3		10	3	8	96	21	38	38			7000000	8	3000	1	equip		0	lifemax_v	2400			fire_resist_v	180																																			6	6
3816	【稀有】鲲鹏佩	T9_Pendant_Test_Q3		10	3	9	106	24	39	39			7000000	8	3000	1	equip		0	lifemax_v	5000			fire_resist_v	257																																			7	6
3817	【稀有】北冥佩	T10_Pendant_Test_Q3		10	3	10	116	27	40	40			7000000	8	3000	1	equip		0	lifemax_v	5500			fire_resist_v	282																																			7	7
1249	兰花佩	Cus_T1_Pendant__Q1		10	1	1	1	1	31	31			10000	1	10000	1	equip		0	lifemax_v	600			fire_resist_v	45																																				
