GroupID	NpcID	Desc	NpcLevel	PosX	PosY	Rate	SoulStoneID	PlayerAwardID	ValueParam	KinItemAwardID	MJSoulStoneID	IsFalse	Mask	OpenTrap	LingPai	CalcValueType	IsRecordDeath	ExtRandomItemID1	ValueGroupID	NpcMaxLife	LastAwardID	CallEventID
227	118	九尾狐王	40	4727	3448	1		10														
227	118	九尾狐王	40	4010	4863	1		10														
227	118	九尾狐王	40	3133	7031	1		10														
228	118	九尾狐王	40	6790	8199	1		10														
228	118	九尾狐王	40	9513	8558	1		10														
228	118	九尾狐王	40	11208	9454	1		10														
229	118	九尾狐王	40	11012	10693	1		10														
229	118	九尾狐王	40	10116	11622	1		10														
229	118	九尾狐王	40	8893	12649	1		10														
230	118	九尾狐王	40	8111	12030	1		10														
230	118	九尾狐王	40	5763	12209	1		10														
230	118	九尾狐王	40	4329	12079	1		10														
231	118	九尾狐王	40	4068	10367	1		10														
231	118	九尾狐王	40	5731	10546	1		10														
231	118	九尾狐王	40	4753	9422	1		10														
232	118	九尾狐王	40	4345	8770	1		10														
232	118	九尾狐王	40	8535	9666	1		10														
232	118	九尾狐王	40	8828	3162	1		10														
233	1456	双首异兽	40	7481	1253	1		11														
233	1456	双首异兽	40	5734	1534	1		11														
233	1456	双首异兽	40	5937	3094	1		11														
234	1456	双首异兽	40	8121	4373	1		11														
234	1456	双首异兽	40	10211	3749	1		11														
234	1456	双首异兽	40	10711	5496	1		11														
235	1456	双首异兽	40	10243	6682	1		11														
235	1456	双首异兽	40	9247	7714	1		11														
235	1456	双首异兽	40	12496	6972	1		11														
236	1456	双首异兽	40	10082	9126	1		11														
236	1456	双首异兽	40	11568	10537	1		11														
236	1456	双首异兽	40	10268	11298	1		11														
237	1456	双首异兽	40	8337	13266	1		11														
237	1456	双首异兽	40	6350	11149	1		11														
237	1456	双首异兽	40	5403	10035	1		11														
238	1456	双首异兽	40	3008	9961	1		11														
238	1456	双首异兽	40	3119	12004	1		11														
238	1456	双首异兽	40	2822	8346	1		11														
239	1456	双首异兽	40	3973	6099	1		11														
239	1456	双首异兽	40	3231	4910	1		11														
239	1456	双首异兽	40	2748	3926	1		11														
240	1456	双首异兽	40	4011	3276	1		11														
240	1456	双首异兽	40	4883	2292	1		11														
240	1456	双首异兽	40	8337	10555	1		11														
241	117	奔焰豹王	40	4457	13050	1		12														
241	117	奔焰豹王	40	2263	11084	1		12														
241	117	奔焰豹王	40	4934	11231	1		12														
242	117	奔焰豹王	40	6710	12045	1		12														
242	117	奔焰豹王	40	8029	11459	1		12														
242	117	奔焰豹王	40	10823	15116	1		12														
243	117	奔焰豹王	40	16180	11431	1		12														
243	117	奔焰豹王	40	12447	11903	1		12														
243	117	奔焰豹王	40	13504	9497	1		12														
244	117	奔焰豹王	40	10799	10259	1		12														
244	117	奔焰豹王	40	10822	8969	1		12														
244	117	奔焰豹王	40	12135	7956	1		12														
245	117	奔焰豹王	40	11490	6436	1		12														
245	117	奔焰豹王	40	10984	4963	1		12														
245	117	奔焰豹王	40	13885	3857	1		12														
246	117	奔焰豹王	40	12544	5815	1		12														
246	117	奔焰豹王	40	8377	4974	1		12														
246	117	奔焰豹王	40	6017	4114	1		12														
247	117	奔焰豹王	40	6635	6143	1		12														
247	117	奔焰豹王	40	4474	5768	1		12														
247	117	奔焰豹王	40	4937	7708	1		12														
248	117	奔焰豹王	40	9794	11021	1		12														
248	117	奔焰豹王	40	14032	13983	1		12														
248	117	奔焰豹王	40	9531	4213	1		12														
249	118	九尾狐王	40	11946	3914	1		13														
249	118	九尾狐王	40	14095	4738	1		13														
249	118	九尾狐王	40	13916	6189	1		13														
250	118	九尾狐王	40	12519	5920	1		13														
250	118	九尾狐王	40	11193	5437	1		13														
250	118	九尾狐王	40	8291	4165	1		13														
251	118	九尾狐王	40	4727	3448	1		13														
251	118	九尾狐王	40	4010	4863	1		13														
251	118	九尾狐王	40	3133	7031	1		13														
252	118	九尾狐王	40	6790	8199	1		13														
252	118	九尾狐王	40	9513	8558	1		13														
252	118	九尾狐王	40	11208	9454	1		13														
253	118	九尾狐王	40	11012	10693	1		13														
253	118	九尾狐王	40	10116	11622	1		13														
253	118	九尾狐王	40	8893	12649	1		13														
254	118	九尾狐王	40	8111	12030	1		13														
254	118	九尾狐王	40	5763	12209	1		13														
254	118	九尾狐王	40	4329	12079	1		13														
255	118	九尾狐王	40	4068	10367	1		13														
255	118	九尾狐王	40	5731	10546	1		13														
255	118	九尾狐王	40	4753	9422	1		13														
256	118	九尾狐王	40	4345	8770	1		13														
256	118	九尾狐王	40	8535	9666	1		13														
256	118	九尾狐王	40	8828	3162	1		13														
257	1456	双首异兽	40	7481	1253	1		14														
257	1456	双首异兽	40	5734	1534	1		14														
257	1456	双首异兽	40	5937	3094	1		14														
258	1456	双首异兽	40	8121	4373	1		14														
258	1456	双首异兽	40	10211	3749	1		14														
258	1456	双首异兽	40	10711	5496	1		14														
259	1456	双首异兽	40	10243	6682	1		14														
259	1456	双首异兽	40	9247	7714	1		14														
259	1456	双首异兽	40	12496	6972	1		14														
260	1456	双首异兽	40	10082	9126	1		14														
260	1456	双首异兽	40	11568	10537	1		14														
260	1456	双首异兽	40	10268	11298	1		14														
261	1456	双首异兽	40	8337	13266	1		14														
261	1456	双首异兽	40	6350	11149	1		14														
261	1456	双首异兽	40	5403	10035	1		14														
262	1456	双首异兽	40	3008	9961	1		14														
262	1456	双首异兽	40	3119	12004	1		14														
262	1456	双首异兽	40	2822	8346	1		14														
263	1456	双首异兽	40	3973	6099	1		14														
263	1456	双首异兽	40	3231	4910	1		14														
263	1456	双首异兽	40	2748	3926	1		14														
264	1456	双首异兽	40	4011	3276	1		14														
264	1456	双首异兽	40	4883	2292	1		14														
264	1456	双首异兽	40	8337	10555	1		14														
265	117	奔焰豹王	40	4457	13050	1		15														
265	117	奔焰豹王	40	2263	11084	1		15														
265	117	奔焰豹王	40	4934	11231	1		15														
266	117	奔焰豹王	40	6710	12045	1		15														
266	117	奔焰豹王	40	8029	11459	1		15														
266	117	奔焰豹王	40	10823	15116	1		15														
267	117	奔焰豹王	40	16180	11431	1		15														
267	117	奔焰豹王	40	12447	11903	1		15														
267	117	奔焰豹王	40	13504	9497	1		15														
268	117	奔焰豹王	40	10799	10259	1		15														
268	117	奔焰豹王	40	10822	8969	1		15														
268	117	奔焰豹王	40	12135	7956	1		15														
269	117	奔焰豹王	40	11490	6436	1		15														
269	117	奔焰豹王	40	10984	4963	1		15														
269	117	奔焰豹王	40	13885	3857	1		15														
270	117	奔焰豹王	40	12544	5815	1		15														
270	117	奔焰豹王	40	8377	4974	1		15														
270	117	奔焰豹王	40	6017	4114	1		15														
271	117	奔焰豹王	40	6635	6143	1		15														
271	117	奔焰豹王	40	4474	5768	1		15														
271	117	奔焰豹王	40	4937	7708	1		15														
272	117	奔焰豹王	40	9794	11021	1		15														
272	117	奔焰豹王	40	14032	13983	1		15														
272	117	奔焰豹王	40	9531	4213	1		15														
33	126	鳌拜		2893	7799	100	1377		1000		1752		1	trap_attmsg_in1								
33	126	鳌拜		7808	8315	100	1377		1000		1752		2	trap_attmsg_in2								
33	126	鳌拜		8081	3984	100	1377		1000		1752		3	trap_attmsg_in3								
301	1483	鳌拜		2893	7799	100	1377		1000		1752	1	1	trap_attmsg_in1								
301	1483	鳌拜		7808	8315	100	1377		1000		1752	1	2	trap_attmsg_in2								
301	1483	鳌拜		8081	3984	100	1377		1000		1752	1	3	trap_attmsg_in3								
34	125	袁承志		2903	7404	100	1376		1000		1751		1	trap_attmsg_in1								
34	125	袁承志		6395	6348	100	1376		1000		1751		2	trap_attmsg_in2								
34	125	袁承志		6504	2464	100	1376		1000		1751		3	trap_attmsg_in3								
302	1482	袁承志		2903	7404	100	1376		1000		1751	1	1	trap_attmsg_in1								
302	1482	袁承志		6395	6348	100	1376		1000		1751	1	2	trap_attmsg_in2								
302	1482	袁承志		6504	2464	100	1376		1000		1751	1	3	trap_attmsg_in3								
35	1478	韩世忠		3117	7398	100	2235		1000		1753		1	trap_attmsg_in1								
35	1478	韩世忠		6482	6297	100	2235		1000		1753		2	trap_attmsg_in2								
35	1478	韩世忠		7313	2876	100	2235		1000		1753		3	trap_attmsg_in3								
303	1484	韩世忠		3117	7398	100	2235		1000		1753	1	1	trap_attmsg_in1								
303	1484	韩世忠		6482	6297	100	2235		1000		1753	1	2	trap_attmsg_in2								
303	1484	韩世忠		7313	2876	100	2235		1000		1753	1	3	trap_attmsg_in3								
36	124	哲别		2893	7799	100	1375		1000		1749		1	trap_attmsg_in1								
36	124	哲别		7808	8315	100	1375		1000		1749		2	trap_attmsg_in2								
36	124	哲别		8081	3984	100	1375		1000		1749		3	trap_attmsg_in3								
304	1481	哲别		2893	7799	100	1375		1000		1749	1	1	trap_attmsg_in1								
304	1481	哲别		7808	8315	100	1375		1000		1749	1	2	trap_attmsg_in2								
304	1481	哲别		8081	3984	100	1375		1000		1749	1	3	trap_attmsg_in3								
37	123	高长恭		2903	7404	100	1374		1000		1748		1	trap_attmsg_in1								
37	123	高长恭		6395	6348	100	1374		1000		1748		2	trap_attmsg_in2								
37	123	高长恭		6504	2464	100	1374		1000		1748		3	trap_attmsg_in3								
305	1480	高长恭		2903	7404	100	1374		1000		1748	1	1	trap_attmsg_in1								
305	1480	高长恭		6395	6348	100	1374		1000		1748	1	2	trap_attmsg_in2								
305	1480	高长恭		6504	2464	100	1374		1000		1748	1	3	trap_attmsg_in3								
38	1479	秦良玉		3117	7398	100	2236		1000		1750		1	trap_attmsg_in1								
38	1479	秦良玉		6482	6297	100	2236		1000		1750		2	trap_attmsg_in2								
38	1479	秦良玉		7313	2876	100	2236		1000		1750		3	trap_attmsg_in3								
306	1485	秦良玉		3117	7398	100	2236		1000		1750	1	1	trap_attmsg_in1								
306	1485	秦良玉		6482	6297	100	2236		1000		1750	1	2	trap_attmsg_in2								
306	1485	秦良玉		7313	2876	100	2236		1000		1750	1	3	trap_attmsg_in3								
39	127	荆轲		2893	7799	100	1398		1000		2672		1	trap_attmsg_in1	1395	1						
39	127	荆轲		7808	8315	100	1398		1000		2672		2	trap_attmsg_in2	1395	1						
39	127	荆轲		8081	3984	100	1398		1000		2672		3	trap_attmsg_in3	1395	1						
307	1707	荆轲		2893	7799	100	1398		1000		2672	1	1	trap_attmsg_in1	1395	1						
307	1707	荆轲		7808	8315	100	1398		1000		2672	1	2	trap_attmsg_in2	1395	1						
307	1707	荆轲		8081	3984	100	1398		1000		2672	1	3	trap_attmsg_in3	1395	1						
40	128	虞姬		2903	7404	100	2258		1000		2673		1	trap_attmsg_in1	1395	1						
40	128	虞姬		6395	6348	100	2258		1000		2673		2	trap_attmsg_in2	1395	1						
40	128	虞姬		6504	2464	100	2258		1000		2673		3	trap_attmsg_in3	1395	1						
308	1708	虞姬		2903	7404	100	2258		1000		2673	1	1	trap_attmsg_in1	1395	1						
308	1708	虞姬		6395	6348	100	2258		1000		2673	1	2	trap_attmsg_in2	1395	1						
308	1708	虞姬		6504	2464	100	2258		1000		2673	1	3	trap_attmsg_in3	1395	1						
41	129	岳飞		3117	7398	100	2259		1000		2674		1	trap_attmsg_in1	1395	1						
41	129	岳飞		6482	6297	100	2259		1000		2674		2	trap_attmsg_in2	1395	1						
41	129	岳飞		7313	2876	100	2259		1000		2674		3	trap_attmsg_in3	1395	1						
309	1709	岳飞		3117	7398	100	2259		1000		2674	1	1	trap_attmsg_in1	1395	1						
309	1709	岳飞		6482	6297	100	2259		1000		2674	1	2	trap_attmsg_in2	1395	1						
309	1709	岳飞		7313	2876	100	2259		1000		2674	1	3	trap_attmsg_in3	1395	1						
42	130	李广		2893	7799	100	1399		1000		3217		1	trap_attmsg_in1	1395	1						
42	130	李广		7808	8315	100	1399		1000		3217		2	trap_attmsg_in2	1395	1						
42	130	李广		8081	3984	100	1399		1000		3217		3	trap_attmsg_in3	1395	1						
310	1710	李广		2893	7799	100	1399		1000		3217	1	1	trap_attmsg_in1	1395	1						
310	1710	李广		7808	8315	100	1399		1000		3217	1	2	trap_attmsg_in2	1395	1						
310	1710	李广		8081	3984	100	1399		1000		3217	1	3	trap_attmsg_in3	1395	1						
43	1705	赵云		2903	7404	100	1400		1000		3216		1	trap_attmsg_in1	1395	1						
43	1705	赵云		6395	6348	100	1400		1000		3216		2	trap_attmsg_in2	1395	1						
43	1705	赵云		6504	2464	100	1400		1000		3216		3	trap_attmsg_in3	1395	1						
311	1711	赵云		2903	7404	100	1400		1000		3216	1	1	trap_attmsg_in1	1395	1						
311	1711	赵云		6395	6348	100	1400		1000		3216	1	2	trap_attmsg_in2	1395	1						
311	1711	赵云		6504	2464	100	1400		1000		3216	1	3	trap_attmsg_in3	1395	1						
44	1706	李元霸		3117	7398	100	1401		1000		3215		1	trap_attmsg_in1	1395	1						
44	1706	李元霸		6482	6297	100	1401		1000		3215		2	trap_attmsg_in2	1395	1						
44	1706	李元霸		7313	2876	100	1401		1000		3215		3	trap_attmsg_in3	1395	1						
312	1712	李元霸		3117	7398	100	1401		1000		3215	1	1	trap_attmsg_in1	1395	1						
312	1712	李元霸		6482	6297	100	1401		1000		3215	1	2	trap_attmsg_in2	1395	1						
312	1712	李元霸		7313	2876	100	1401		1000		3215	1	3	trap_attmsg_in3	1395	1						
45	126	鳌拜		2893	7799	100	1377		1000		1752		1	trap_attmsg_in1	1395							
45	126	鳌拜		7808	8315	100	1377		1000		1752		2	trap_attmsg_in2	1395							
45	126	鳌拜		8081	3984	100	1377		1000		1752		3	trap_attmsg_in3	1395							
46	125	袁承志		2903	7404	100	1376		1000		1751		1	trap_attmsg_in1	1395							
46	125	袁承志		6395	6348	100	1376		1000		1751		2	trap_attmsg_in2	1395							
46	125	袁承志		6504	2464	100	1376		1000		1751		3	trap_attmsg_in3	1395							
47	1478	韩世忠		3117	7398	100	2235		1000		1753		1	trap_attmsg_in1	1395							
47	1478	韩世忠		6482	6297	100	2235		1000		1753		2	trap_attmsg_in2	1395							
47	1478	韩世忠		7313	2876	100	2235		1000		1753		3	trap_attmsg_in3	1395							
48	124	哲别		2893	7799	100	1375		1000		1749		1	trap_attmsg_in1	1395							
48	124	哲别		7808	8315	100	1375		1000		1749		2	trap_attmsg_in2	1395							
48	124	哲别		8081	3984	100	1375		1000		1749		3	trap_attmsg_in3	1395							
49	123	高长恭		2903	7404	100	1374		1000		1748		1	trap_attmsg_in1	1395							
49	123	高长恭		6395	6348	100	1374		1000		1748		2	trap_attmsg_in2	1395							
49	123	高长恭		6504	2464	100	1374		1000		1748		3	trap_attmsg_in3	1395							
50	1479	秦良玉		3117	7398	100	2236		1000		1750		1	trap_attmsg_in1	1395							
50	1479	秦良玉		6482	6297	100	2236		1000		1750		2	trap_attmsg_in2	1395							
50	1479	秦良玉		7313	2876	100	2236		1000		1750		3	trap_attmsg_in3	1395							
51	2235	项羽		2893	7799	100			1000		4595		1	trap_attmsg_in1	1396	2	1		1			
51	2235	项羽		7808	8315	100			1000		4595		2	trap_attmsg_in2	1396	2	1		1			
51	2235	项羽		8081	3984	100			1000		4595		3	trap_attmsg_in3	1396	2	1		1			
313	2236	项羽		2893	7799	100			1000		4595	1	1	trap_attmsg_in1	1396	2	1		1			
313	2236	项羽		7808	8315	100			1000		4595	1	2	trap_attmsg_in2	1396	2	1		1			
313	2236	项羽		8081	3984	100			1000		4595	1	3	trap_attmsg_in3	1396	2	1		1			
52	2235	项羽		2903	7404	100			1000		4595		1	trap_attmsg_in1	1396	2	1		1			
52	2235	项羽		6395	6348	100			1000		4595		2	trap_attmsg_in2	1396	2	1		1			
52	2235	项羽		6504	2464	100			1000		4595		3	trap_attmsg_in3	1396	2	1		1			
314	2236	项羽		2903	7404	100			1000		4595	1	1	trap_attmsg_in1	1396	2	1		1			
314	2236	项羽		6395	6348	100			1000		4595	1	2	trap_attmsg_in2	1396	2	1		1			
314	2236	项羽		6504	2464	100			1000		4595	1	3	trap_attmsg_in3	1396	2	1		1			
53	2235	项羽		3117	7398	100			1000		4595		1	trap_attmsg_in1	1396	2	1		1			
53	2235	项羽		6482	6297	100			1000		4595		2	trap_attmsg_in2	1396	2	1		1			
53	2235	项羽		7313	2876	100			1000		4595		3	trap_attmsg_in3	1396	2	1		1			
315	2236	项羽		3117	7398	100			1000		4595	1	1	trap_attmsg_in1	1396	2	1		1			
315	2236	项羽		6482	6297	100			1000		4595	1	2	trap_attmsg_in2	1396	2	1		1			
315	2236	项羽		7313	2876	100			1000		4595	1	3	trap_attmsg_in3	1396	2	1		1			
54	2498	项羽		2893	7799	100			1000				1	trap_attmsg_in1	1396	2	1		2	494910000	1	1
